,rh_G_postcentral_area,rh_MDm,rh_G_temp_sup-G_T_transv_area,rh_G_oc-temp_lat-fusifor_area,lh_S_orbital-H_Shaped_thickness,lh_S_circular_insula_inf_thickness,rh_S_circular_insula_inf_thickness,rh_S_front_sup_area,rh_S_pericallosal_area,lh_S_front_sup_area,rh_S_oc_sup&transversal_thickness,lh_Lat_Fis-post_area,rh_S_temporal_sup_area,lh_Whole_hippocampus,rh_Pf,lh_PuM,rh_S_collat_transv_post_area,lh_G_rectus_thickness,rh_Paralaminar-nucleus,lh_S_pericallosal_thickness,rh_VM,lh_MDl,rh_PuM,lh_G&S_cingul-Mid-Ant_area,rh_L-Sg,lh_S_oc_sup&transversal_area,rh_G_cuneus_thickness,rh_G&S_cingul-Mid-Ant_area,lh_G_temp_sup-Lateral_area,rh_S_orbital_lateral_area,lh_S_oc-temp_lat_area
0,0.10071026352113979,-0.1258269599677898,-0.07805552538613099,-0.02805771081325189,-0.0625047243740164,-0.08617406773196067,-0.08025583027500764,0.08334179206169702,0.05849194808415512,0.12462407909693149,0.12733403741547994,0.08942261077086396,-0.0376210225265269,-0.10865054936076714,-0.09234314345273051,0.1127724539941174,0.035447743544253354,0.17907655580831688,0.05065207543111031,0.09006316870322426,-0.3995707620683317,0.062460940336687934,-0.11120753394644535,0.0661582469294263,0.13103198830373766,0.10835140297574977,0.23069303922651702,-0.09264296629616835,-0.1395192224921572,0.07377556820629279,-0.06537130755311563
