,rh_G_postcentral_area,rh_G_temp_sup-G_T_transv_area,lh_S_circular_insula_inf_thickness,rh_S_front_sup_area,rh_G&S_transv_frontopol_thickness,lh_PuM,rh_S_collat_transv_post_area,lh_G_rectus_thickness,rh_VM,lh_S_pericallosal_area,rh_L-Sg,rh_CA3-body,lh_AV,rh_S_intrapariet&P_trans_area,lh_G_precentral_area,rh_G&S_cingul-Mid-Ant_area,rh_PuL,rh_S_orbital_lateral_area,lh_S_collat_transv_post_thickness
0,0.08452741315712708,-0.057568784335725987,-0.052778023975808136,0.1342760378067879,-0.04598984117884791,0.10871595598571891,-0.03306909682783213,0.18628679452751537,-0.4660511027066022,0.1633296677573451,0.10479478148714698,-0.2288199861897259,0.06535340456993896,0.12932406069080538,0.1342488707941162,-0.11999928046973331,-0.17263184490941588,0.11662441197306517,0.2557060197657598
