,fpr,tpr
0,0.0,0.0
1,0.0,0.8701298701298701
2,0.001001001001001001,0.8701298701298701
3,0.002002002002002002,0.8701298701298701
4,0.003003003003003003,0.8701298701298701
5,0.004004004004004004,0.8701298701298701
6,0.005005005005005005,0.8701298701298701
7,0.006006006006006006,0.8701298701298701
8,0.007007007007007007,0.8701298701298701
9,0.008008008008008008,0.8701298701298701
10,0.009009009009009009,0.8701298701298701
11,0.01001001001001001,0.8701298701298701
12,0.011011011011011011,0.8701298701298701
13,0.012012012012012012,0.8701298701298701
14,0.013013013013013013,0.8701298701298701
15,0.014014014014014014,0.8831168831168831
16,0.015015015015015015,0.8831168831168831
17,0.016016016016016016,0.8831168831168831
18,0.017017017017017015,0.8831168831168831
19,0.018018018018018018,0.8831168831168831
20,0.01901901901901902,0.8831168831168831
21,0.02002002002002002,0.8831168831168831
22,0.02102102102102102,0.8831168831168831
23,0.022022022022022022,0.8831168831168831
24,0.023023023023023025,0.8831168831168831
25,0.024024024024024024,0.8831168831168831
26,0.025025025025025023,0.8831168831168831
27,0.026026026026026026,0.8831168831168831
28,0.02702702702702703,0.8831168831168831
29,0.028028028028028028,0.8831168831168831
30,0.029029029029029027,0.8831168831168831
31,0.03003003003003003,0.8831168831168831
32,0.031031031031031032,0.8831168831168831
33,0.03203203203203203,0.8831168831168831
34,0.03303303303303303,0.8831168831168831
35,0.03403403403403403,0.8831168831168831
36,0.035035035035035036,0.8831168831168831
37,0.036036036036036036,0.8831168831168831
38,0.037037037037037035,0.8831168831168831
39,0.03803803803803804,0.8831168831168831
40,0.03903903903903904,0.8831168831168831
41,0.04004004004004004,0.922077922077922
42,0.04104104104104104,0.922077922077922
43,0.04204204204204204,0.922077922077922
44,0.043043043043043044,0.922077922077922
45,0.044044044044044044,0.922077922077922
46,0.04504504504504504,0.922077922077922
47,0.04604604604604605,0.922077922077922
48,0.04704704704704705,0.922077922077922
49,0.04804804804804805,0.922077922077922
50,0.04904904904904905,0.922077922077922
51,0.050050050050050046,0.922077922077922
52,0.05105105105105105,0.922077922077922
53,0.05205205205205205,0.922077922077922
54,0.05305305305305305,0.922077922077922
55,0.05405405405405406,0.922077922077922
56,0.055055055055055056,0.922077922077922
57,0.056056056056056056,0.922077922077922
58,0.057057057057057055,0.922077922077922
59,0.058058058058058054,0.922077922077922
60,0.05905905905905906,0.922077922077922
61,0.06006006006006006,0.922077922077922
62,0.06106106106106106,0.922077922077922
63,0.062062062062062065,0.922077922077922
64,0.06306306306306306,0.922077922077922
65,0.06406406406406406,0.922077922077922
66,0.06506506506506507,0.922077922077922
67,0.06606606606606606,0.922077922077922
