,rh_G_postcentral_area,rh_G_temp_sup-G_T_transv_area,rh_S_circular_insula_inf_thickness,rh_S_front_sup_area,rh_VM,lh_VPL,lh_S_pericallosal_area,lh_PuI,rh_L-Sg,rh_CA3-body,lh_S_calcarine_thickness,rh_G&S_cingul-Mid-Ant_area,rh_S_collat_transv_post_thickness,rh_G&S_frontomargin_area
0,0.0818966785948395,-0.06685389790572113,-0.08823870252967422,0.10879254145305615,-0.411803031465139,-0.23328663251525417,0.15384231128965414,0.12887413867570244,0.12376241095507129,-0.20264740778989543,0.2897122958984382,-0.06127417326156614,0.2104548483780712,0.10600842443127048
