,rh_G_postcentral_area,rh_MDm,rh_G_temp_sup-G_T_transv_area,rh_G_oc-temp_lat-fusifor_area,lh_S_orbital-H_Shaped_thickness,lh_S_circular_insula_inf_thickness,rh_S_circular_insula_inf_thickness,rh_G_cuneus_area,rh_S_front_sup_area,rh_G_front_middle_area,rh_G&S_transv_frontopol_thickness,rh_S_pericallosal_area,rh_G_front_inf-Opercular_thickness,lh_S_front_sup_area,rh_S_oc_sup&transversal_thickness,lh_Whole_hippocampus,rh_Pf,lh_PuM,lh_G_rectus_thickness,rh_VM,lh_VPL,rh_G_rectus_thickness,lh_S_pericallosal_area,lh_G&S_cingul-Mid-Ant_area,lh_G&S_cingul-Ant_area,lh_PuI,rh_L-Sg,rh_CA3-body,lh_CA3-body,rh_S_intrapariet&P_trans_area,rh_Lat_Fis-ant-Vertical_thickness,rh_G_cuneus_thickness,lh_G_temp_sup-Lateral_area,rh_S_orbital_lateral_area,rh_HATA,lh_S_oc-temp_lat_area
0,0.04551690592387596,-0.10463014051008321,-0.05471427585492638,0.018134928878875755,-0.054803515835978464,-0.06545777641130478,-0.07317062508455646,-0.053965431030525805,0.08612980003727913,0.042932081818369536,-0.03255221135768055,0.03752721861934113,0.05369295303299161,0.09141732267415126,0.09734603037734577,0.0042369874161071845,-0.11546150528111802,0.08283575887214226,0.16956438754409237,-0.30643543949976304,-0.17663264317651392,0.14210996263109713,0.16820785385208642,0.08242769627493306,-0.04828521428957911,0.0983896760627022,0.11962013055374211,-0.160286602182482,-0.08056039035811749,0.10508842063078892,0.07545538066632482,0.20411539766146924,-0.13697068746903343,0.13702213728115642,-0.10278145214475909,-0.07692074877609775
