,rh_G_postcentral_area,rh_MDm,rh_G_temp_sup-G_T_transv_area,lh_S_orbital-H_Shaped_thickness,lh_S_circular_insula_inf_thickness,rh_S_circular_insula_inf_thickness,rh_G_front_inf-Opercular_thickness,rh_S_oc_sup&transversal_thickness,lh_G_rectus_thickness,lh_S_pericallosal_thickness,rh_Whole_hippocampus,rh_VM,lh_VPL,lh_MDl,rh_PuM,rh_S_precentral-inf-part_area,lh_S_pericallosal_area,lh_PuI,rh_CA3-body,lh_G_precentral_area,rh_Lat_Fis-ant-Vertical_thickness,lh_S_oc_sup&transversal_area,rh_S_oc-temp_med&Lingual_area,lh_G_temp_sup-Lateral_area,rh_S_collat_transv_post_thickness,lh_S_front_middle_area,rh_S_orbital_lateral_thickness
0,0.08243101004679897,-0.11879321101052633,-0.03909880219145026,-0.057367221684030655,-0.06849538581421061,-0.10159988220684647,0.04508273040504328,0.11218713341525789,0.17037704502242132,0.11765591680043766,-0.03985559215963623,-0.35188176014543565,-0.15949555169838514,0.0540278704527898,-0.06015507321013768,0.07584037234018515,0.15530647443316847,0.18950150381485678,-0.1528194103489147,0.12041989203336595,0.06866846316046081,0.11061240496989043,0.07519765794873333,-0.1460367458386307,0.1880907920688576,0.10320477391311342,-0.0758408104164894
