,rh_G_postcentral_area,rh_MDm,lh_S_orbital-H_Shaped_thickness,rh_G_cuneus_area,rh_S_front_sup_area,rh_G_front_inf-Opercular_thickness,lh_S_front_sup_area,lh_G_pariet_inf-Supramar_area,lh_PuM,lh_Lat_Fis-ant-Vertical_thickness,rh_VM,lh_VPL,lh_S_pericallosal_area,rh_L-Sg,rh_CA3-body,lh_S_oc_sup&transversal_area,rh_S_front_middle_area,rh_G_cuneus_thickness,rh_G&S_cingul-Mid-Ant_area,rh_PuL
0,0.07674331410983687,-0.12506730614791628,-0.031719568845756885,-0.04102594132266856,0.07499960170259341,0.105093492173579,0.09159580177526744,-0.05621523207411335,0.1217625276175567,0.06114190731934793,-0.3469734482912684,-0.17260864705418968,0.15452930454812697,0.16567833703965198,-0.18589269804017433,0.12059212533213456,0.10490114184214601,0.2562172434484689,-0.06463723547854894,-0.14515232061317085
