,rh_G_temp_sup-G_T_transv_area,rh_G_oc-temp_lat-fusifor_area,rh_S_circular_insula_inf_thickness,rh_S_front_sup_area,lh_G_rectus_thickness,rh_VM,lh_VPL,lh_MDl,lh_S_pericallosal_area,lh_PuI,rh_L-Sg,rh_CA3-body,rh_G_temp_sup-Lateral_area,lh_S_temporal_inf_area,lh_S_oc_sup&transversal_area,rh_G_cuneus_thickness
0,-0.06881680101089602,0.06544713560715476,-0.08137019864218281,0.09809066961221642,0.18877453553565407,-0.4295829652720679,-0.23353005525834727,0.04228413707805762,0.16731471049831761,0.1072357038049606,0.14776019059365947,-0.21144867601047898,-0.1252100679049168,0.0915874856561095,0.14849663091375567,0.24952811910343745
