,rh_G_temp_sup-G_T_transv_area,lh_S_circular_insula_inf_thickness,rh_S_front_sup_area,rh_G&S_transv_frontopol_thickness,lh_G_rectus_thickness,lh_S_pericallosal_thickness,rh_VM,lh_VPL,lh_S_pericallosal_area,lh_PuI,rh_L-Sg,rh_CA3-body,rh_G_insular_short_thickness,lh_S_oc_sup&transversal_area,lh_S_calcarine_thickness
0,-0.0715101692887602,-0.08034000863345168,0.14225149759585382,-0.08265309369176276,0.1338825889264884,0.09427316215651818,-0.4292780473759872,-0.2142035681632398,0.12680365791565473,0.12293897557162331,0.15195651037476404,-0.16575962226885665,0.07595253711122259,0.12530600112271584,0.26219381654905455
